b'Day;Time;Crossroad;Sensor;Interval;Load;Count\r
10.06.2019;02:59;A 45;7;1;0;0\r
10.06.2019;02:59;A 45;8;1;25;1\r
10.06.2019;02:59;A 45;9;1;16;110\r
10.06.2019;02:59;A 45;10;1;7;1\r
10.06.2019;02:59;A 45;11;1;0;0\r
10.06.2019;02:59;A 45;12;1;0;0\r
10.06.2019;02:59;A 45;13;1;0;1\r
10.06.2019;02:59;A 45;14;1;0;0\r
10.06.2019;02:59;A 45;15;1;0;0\r
10.06.2019;02:59;A 45;16;1;0;0\r
10.06.2019;02:59;A 45;17;1;0;0\r
10.06.2019;02:59;A 45;18;1;0;0\r
10.06.2019;02:59;A 45;19;1;0;0\r
10.06.2019;02:59;A 45;20;1;0;0\r
10.06.2019;02:59;A 45;21;1;0;0\r
10.06.2019;02:59;A 45;22;1;0;0\r
10.06.2019;02:59;A 45;23;1;0;0\r
10.06.2019;02:59;A 45;24;1;0;0\r
10.06.2019;02:59;A 45;25;1;0;0\r
10.06.2019;02:59;A 45;26;1;0;0\r
10.06.2019;02:59;A 45;27;1;0;0\r
10.06.2019;02:59;A 45;28;1;0;0\r
10.06.2019;02:59;A 45;29;1;0;0\r
10.06.2019;02:59;A 45;30;1;0;0\r
10.06.2019;02:59;A 45;31;1;0;0\r
10.06.2019;02:59;A 45;32;1;0;0\r
10.06.2019;02:59;A 45;33;1;0;0\r
10.06.2019;02:59;A 45;34;1;0;0\r
10.06.2019;02:59;A 45;35;1;0;0\r
10.06.2019;02:59;A 45;36;1;0;0\r
10.06.2019;02:59;A 45;37;1;0;0\r
10.06.2019;02:59;A 45;38;1;0;0\r
10.06.2019;02:59;A 45;39;1;14;1\r
10.06.2019;02:59;A 45;40;1;11;1\r
10.06.2019;02:59;A 45;44;1;0;0\r
10.06.2019;02:59;A 45;46;1;0;0\r
10.06.2019;02:59;A 46;1;1;0;0\r
10.06.2019;02:59;A 46;2;1;0;0\r
10.06.2019;02:59;A 46;3;1;0;0\r
10.06.2019;02:59;A 46;4;1;0;0\r
10.06.2019;02:59;A 46;5;1;0;0\r
10.06.2019;02:59;A 46;6;1;0;0\r
10.06.2019;02:59;A 46;7;1;0;0\r
10.06.2019;02:59;A 46;8;1;11;1\r
10.06.2019;02:59;A 46;9;1;3;1\r
10.06.2019;02:59;A 46;10;1;22;1\r
10.06.2019;02:59;A 46;11;1;0;0\r
10.06.2019;02:59;A 46;12;1;6;1\r
10.06.2019;02:59;A 46;13;1;0;0\r
10.06.2019;02:59;A 46;14;1;0;0\r
10.06.2019;02:59;A 46;15;1;0;0\r
10.06.2019;02:59;A 46;16;1;0;0\r
10.06.2019;02:59;A 46;17;1;0;0\r
10.06.2019;02:59;A 46;19;1;0;0\r
10.06.2019;02:59;A 46;20;1;0;0\r
10.06.2019;02:59;A 46;21;1;0;0\r
10.06.2019;02:59;A 46;22;1;0;0\r
10.06.2019;02:59;A 46;23;1;0;0\r
10.06.2019;02:59;A 46;24;1;0;0\r
10.06.2019;02:59;A 46;25;1;0;0\r
10.06.2019;02:59;A 46;26;1;0;0\r
10.06.2019;02:59;A 46;27;1;0;0\r
10.06.2019;02:59;A 46;28;1;0;0\r
10.06.2019;02:59;A 46;29;1;0;0\r
10.06.2019;02:59;A 47;1;1;18;1\r
10.06.2019;02:59;A 47;2;1;0;0\r
10.06.2019;02:59;A 47;3;1;0;0\r
10.06.2019;02:59;A 47;4;1;0;0\r
10.06.2019;02:59;A 47;5;1;0;0\r
10.06.2019;02:59;A 47;6;1;0;0\r
10.06.2019;02:59;A 47;7;1;0;0\r
10.06.2019;02:59;A 47;8;1;0;0\r
10.06.2019;02:59;A 48;1;1;0;0\r
10.06.2019;02:59;A 48;2;1;0;0\r
10.06.2019;02:59;A 48;3;1;0;0\r
10.06.2019;02:59;A 48;4;1;6;1\r
10.06.2019;02:59;A 48;5;1;0;0\r
10.06.2019;02:59;A 48;6;1;0;0\r
10.06.2019;02:59;A 48;7;1;0;0\r
10.06.2019;02:59;A 48;8;1;0;0\r
10.06.2019;02:59;A 48;9;1;0;0\r
10.06.2019;02:59;A 48;10;1;0;0\r
10.06.2019;02:59;A 48;11;1;0;0\r
10.06.2019;02:59;A 48;12;1;0;0\r
10.06.2019;02:59;A 50;1;1;34;1\r
10.06.2019;02:59;A 50;2;1;0;0\r
10.06.2019;02:59;A 50;3;1;0;0\r
10.06.2019;02:59;A 50;4;1;3;1\r
10.06.2019;02:59;A 50;5;1;0;0\r
10.06.2019;02:59;A 50;6;1;0;0\r
10.06.2019;02:59;A 50;7;1;0;0\r
10.06.2019;02:59;A 50;8;1;0;0\r
10.06.2019;02:59;A 50;9;1;0;0\r
10.06.2019;02:59;A 50;10;1;0;0\r
10.06.2019;02:59;A 50;11;1;0;0\r
10.06.2019;02:59;A 50;12;1;0;0\r
10.06.2019;02:59;A 50;13;1;0;0\r
10.06.2019;02:59;A 50;14;1;0;0\r
10.06.2019;02:59;A 50;15;1;0;0\r
10.06.2019;02:59;A 50;16;1;0;0\r
10.06.2019;02:59;A 50;17;1;0;0\r
10.06.2019;02:59;A 50;18;1;0;0\r
10.06.2019;02:59;A 50;19;1;0;0\r
10.06.2019;02:59;A 50;20;1;0;0\r
10.06.2019;02:59;A 50;21;1;0;0\r
10.06.2019;02:59;A 51;1;1;100;0\r
10.06.2019;02:59;A 51;2;1;100;0\r
10.06.2019;02:59;A 51;3;1;100;0\r
10.06.2019;02:59;A 51;4;1;0;0\r
10.06.2019;02:59;A 51;5;1;0;0\r
10.06.2019;02:59;A 51;6;1;0;0\r
10.06.2019;02:59;A 51;7;1;11;1\r
10.06.2019;02:59;A 51;8;1;16;4\r
10.06.2019;02:59;A 51;9;1;0;0\r
10.06.2019;02:59;A 51;10;1;0;0\r
10.06.2019;02:59;A 51;11;1;0;0\r
10.06.2019;02:59;A 51;12;1;0;0\r
10.06.2019;02:59;A 51;13;1;0;0\r
10.06.2019;02:59;A 51;14;1;0;0\r
10.06.2019;02:59;A 51;15;1;15;2\r
10.06.2019;02:59;A 51;16;1;0;0\r
10.06.2019;02:59;A 51;17;1;2;1\r
10.06.2019;02:59;A 51;18;1;2;1\r
10.06.2019;02:59;A 51;19;1;0;0\r
10.06.2019;02:59;A 51;20;1;0;0\r
10.06.2019;02:59;A 51;21;1;0;0\r
10.06.2019;02:59;A 51;22;1;0;0\r
10.06.2019;02:59;A 51;23;1;0;0\r
10.06.2019;02:59;A 51;24;1;0;0\r
10.06.2019;02:59;A 51;25;1;0;0\r
10.06.2019;02:59;A 51;26;1;0;0\r
10.06.2019;02:59;A 51;27;1;0;0\r
10.06.2019;02:59;A 51;28;1;0;0\r
10.06.2019;02:59;A 51;29;1;0;0\r
10.06.2019;02:59;A 51;30;1;0;0\r
10.06.2019;02:59;A 51;31;1;0;0\r
10.06.2019;02:59;A 51;32;1;0;0\r
10.06.2019;02:59;A 52;1;1;0;0\r
10.06.2019;02:59;A 52;2;1;0;0\r
10.06.2019;02:59;A 52;3;1;0;0\r
10.06.2019;02:59;A 52;4;1;0;0\r
10.06.2019;02:59;A 52;5;1;0;0\r
10.06.2019;02:59;A 52;6;1;0;0\r
10.06.2019;02:59;A 52;7;1;0;0\r
10.06.2019;02:59;A 52;8;1;0;0\r
10.06.2019;02:59;A 52;9;1;0;0\r
10.06.2019;02:59;A 52;10;1;0;0\r
10.06.2019;02:59;A 52;11;1;0;0\r
10.06.2019;02:59;A 52;12;1;0;0\r
10.06.2019;02:59;A 52;13;1;0;0\r
10.06.2019;02:59;A 52;14;1;0;0\r
10.06.2019;02:59;A 52;15;1;0;0\r
10.06.2019;02:59;A 52;16;1;0;0\r
10.06.2019;02:59;A 52;17;1;0;0\r
10.06.2019;02:59;A 52;18;1;0;0\r
10.06.2019;02:59;A 52;19;1;0;0\r
10.06.2019;02:59;A 52;20;1;0;0\r
10.06.2019;02:59;A 52;21;1;0;0\r
10.06.2019;02:59;A 52;22;1;0;0\r
10.06.2019;02:59;A 52;23;1;0;0\r
10.06.2019;02:59;A 52;24;1;0;0\r
10.06.2019;02:59;A 52;25;1;0;0\r
10.06.2019;02:59;A 52;26;1;0;0\r
10.06.2019;02:59;A 52;27;1;0;0\r
10.06.2019;02:59;A 52;28;1;0;0\r
10.06.2019;02:59;A 52;29;1;0;0\r
10.06.2019;02:59;A 53;1;1;0;0\r
10.06.2019;02:59;A 53;2;1;0;0\r
10.06.2019;02:59;A 53;3;1;0;0\r
10.06.2019;02:59;A 53;4;1;0;0\r
10.06.2019;02:59;A 53;5;1;0;0\r
10.06.2019;02:59;A 53;6;1;0;0\r
10.06.2019;02:59;A 53;7;1;0;0\r
10.06.2019;02:59;A 53;8;1;0;0\r
10.06.2019;02:59;A 53;9;1;0;0\r
10.06.2019;02:59;A 53;10;1;0;0\r
10.06.2019;02:59;A 53;11;1;0;0\r
10.06.2019;02:59;A 53;12;1;0;0\r
10.06.2019;02:59;A 53;13;1;0;0\r
10.06.2019;02:59;A 53;14;1;0;0\r
10.06.2019;02:59;A 53;15;1;0;0\r
10.06.2019;02:59;A 53;16;1;0;0\r
10.06.2019;02:59;A 54;1;1;0;0\r
10.06.2019;02:59;A 54;2;1;0;0\r
10.06.2019;02:59;A 54;3;1;0;0\r
10.06.2019;02:59;A 54;4;1;0;0\r
10.06.2019;02:59;A 54;5;1;0;0\r
10.06.2019;02:59;A 54;6;1;0;0\r
10.06.2019;02:59;A 54;7;1;0;0\r
10.06.2019;02:59;A 54;8;1;0;0\r
10.06.2019;02:59;A 54;9;1;4;1\r
10.06.2019;02:59;A 54;10;1;0;0\r
10.06.2019;02:59;A 54;11;1;0;0\r
10.06.2019;02:59;A 54;12;1;0;0\r
10.06.2019;02:59;A 54;13;1;0;0\r
10.06.2019;02:59;A 54;14;1;0;0\r
10.06.2019;02:59;A 54;15;1;0;0\r
10.06.2019;02:59;A 54;16;1;0;0\r
10.06.2019;02:59;A 54;17;1;0;0\r
10.06.2019;02:59;A 54;18;1;0;0\r
10.06.2019;02:59;A 54;19;1;0;0\r
10.06.2019;02:59;A 54;20;1;0;0\r
10.06.2019;02:59;A 54;21;1;0;0\r
10.06.2019;02:59;A 54;22;1;0;0\r
10.06.2019;02:59;A 54;23;1;0;0\r
10.06.2019;02:59;A 54;24;1;0;0\r
10.06.2019;02:59;A 54;25;1;0;0\r
10.06.2019;02:59;A 54;26;1;0;0\r
10.06.2019;02:59;A 54;27;1;0;0\r
10.06.2019;02:59;A 54;28;1;0;0\r
10.06.2019;02:59;A 54;29;1;0;0\r
10.06.2019;02:59;A 54;30;1;0;0\r
10.06.2019;02:59;A 54;31;1;0;0\r
10.06.2019;02:59;A 54;32;1;0;0\r
10.06.2019;02:59;A 55;1;1;0;0\r
10.06.2019;02:59;A 55;2;1;0;0\r
10.06.2019;02:59;A 55;3;1;0;0\r
10.06.2019;02:59;A 55;4;1;0;0\r
10.06.2019;02:59;A 55;5;1;0;0\r
10.06.2019;02:59;A 55;6;1;0;0\r
10.06.2019;02:59;A 55;7;1;0;0\r
10.06.2019;02:59;A 55;8;1;0;0\r
10.06.2019;02:59;A 55;9;1;0;0\r
10.06.2019;02:59;A 55;10;1;0;0\r
10.06.2019;02:59;A 55;11;1;0;0\r
10.06.2019;02:59;A 55;12;1;0;0\r
10.06.2019;02:59;A 55;22;1;0;0\r
10.06.2019;02:59;A 55;23;1;0;0\r
10.06.2019;02:59;A 56;1;1;0;0\r
10.06.2019;02:59;A 56;2;1;0;0\r
10.06.2019;02:59;A 56;3;1;0;0\r
10.06.2019;02:59;A 56;4;1;0;0\r
10.06.2019;02:59;A 56;5;1;0;0\r
10.06.2019;02:59;A 56;6;1;0;0\r
10.06.2019;02:59;A 56;7;1;0;0\r
10.06.2019;02:59;A 56;8;1;0;0\r
10.06.2019;02:59;A 56;9;1;0;0\r
10.06.2019;02:59;A 56;10;1;0;0\r
10.06.2019;02:59;A 56;11;1;0;0\r
10.06.2019;02:59;A 56;12;1;0;0\r
10.06.2019;02:59;A 56;13;1;0;0\r
10.06.2019;02:59;A 56;14;1;0;0\r
10.06.2019;02:59;A 56;15;1;0;0\r
10.06.2019;02:59;A 56;16;1;0;0\r
10.06.2019;02:59;A 56;17;1;0;0\r
10.06.2019;02:59;A 56;18;1;0;0\r
10.06.2019;02:59;A 56;19;1;0;0\r
10.06.2019;02:59;A 56;20;1;0;0\r
10.06.2019;02:59;A 56;21;1;0;0\r
10.06.2019;02:59;A 56;22;1;0;0\r
10.06.2019;02:59;A 56;23;1;0;0\r
10.06.2019;02:59;A 57;1;1;1;1\r
10.06.2019;02:59;A 57;2;1;0;0\r
10.06.2019;02:59;A 57;3;1;0;0\r
10.06.2019;02:59;A 57;4;1;2;1\r
10.06.2019;02:59;A 57;5;1;0;0\r
10.06.2019;02:59;A 57;6;1;0;0\r
10.06.2019;02:59;A 57;7;1;0;0\r
10.06.2019;02:59;A 57;8;1;0;0\r
10.06.2019;02:59;A 57;9;1;0;0\r
10.06.2019;02:59;A 57;10;1;0;0\r
10.06.2019;02:59;A 57;11;1;0;0\r
10.06.2019;02:59;A 57;12;1;0;0\r
10.06.2019;02:59;A 57;13;1;0;0\r
10.06.2019;02:59;A 57;14;1;0;0\r
10.06.2019;02:59;A 57;15;1;0;0\r
10.06.2019;02:59;A 57;16;1;0;0\r
10.06.2019;02:59;A 57;17;1;0;0\r
10.06.2019;02:59;A 57;18;1;0;0\r
10.06.2019;02:59;A 57;19;1;4;1\r
10.06.2019;02:59;A 57;20;1;0;0\r
10.06.2019;02:59;A 57;21;1;0;0\r
10.06.2019;02:59;A 57;22;1;0;0\r
10.06.2019;02:59;A 57;23;1;0;0\r
10.06.2019;02:59;A 57;24;1;0;0\r
10.06.2019;02:59;A 57;25;1;0;0\r
10.06.2019;02:59;A 57;26;1;0;0\r
10.06.2019;02:59;A 57;27;1;0;0\r
10.06.2019;02:59;A 57;28;1;0;0\r
10.06.2019;02:59;A 57;29;1;0;0\r
10.06.2019;02:59;A 57;30;1;0;0\r
10.06.2019;02:59;A 57;31;1;1;1\r
10.06.2019;02:59;A 57;32;1;5;1\r
10.06.2019;02:59;A 57;35;1;0;0\r
10.06.2019;02:59;A 57;36;1;0;0\r
10.06.2019;02:59;A 57;37;1;0;0\r
10.06.2019;02:59;A 57;38;1;0;0\r
10.06.2019;02:59;A 57;39;1;0;0\r
10.06.2019;02:59;A 57;40;1;0;0\r
10.06.2019;02:59;A 57;41;1;0;0\r
10.06.2019;02:59;A 57;42;1;0;0\r
10.06.2019;02:59;A 57;43;1;100;0\r
10.06.2019;02:59;A 57;44;1;100;0\r
10.06.2019;02:59;A 57;45;1;100;0\r
10.06.2019;02:59;A 57;46;1;100;0\r
10.06.2019;02:59;A 57;47;1;100;0\r
10.06.2019;02:59;A 57;48;1;100;0\r
10.06.2019;02:59;A 58;1;1;0;0\r
10.06.2019;02:59;A 58;2;1;0;0\r
10.06.2019;02:59;A 59;1;1;0;0\r
10.06.2019;02:59;A 59;2;1;0;0\r
10.06.2019;02:59;A 59;3;1;0;0\r
10.06.2019;02:59;A 59;4;1;2;1\r
10.06.2019;02:59;A 59;5;1;0;0\r
10.06.2019;02:59;A 59;6;1;0;0\r
10.06.2019;02:59;A 59;7;1;0;0\r
10.06.2019;02:59;A 59;8;1;0;0\r
10.06.2019;02:59;A 59;9;1;0;0\r
10.06.2019;02:59;A 59;10;1;0;0\r
10.06.2019;02:59;A 59;11;1;0;0\r
10.06.2019;02:59;A 59;12;1;0;0\r
10.06.2019;02:59;A 59;13;1;0;0\r
10.06.2019;02:59;A 59;14;1;0;0\r
10.06.2019;02:59;A 59;15;1;0;0\r
10.06.2019;02:59;A 59;16;1;0;0\r
10.06.2019;02:59;A 59;17;1;0;0\r
10.06.2019;02:59;A 59;18;1;0;0\r
10.06.2019;02:59;A 59;19;1;0;0\r
10.06.2019;02:59;A 59;20;1;0;0\r
10.06.2019;02:59;A 59;21;1;0;0\r
10.06.2019;02:59;A 59;22;1;0;0\r
10.06.2019;02:59;A 59;23;1;0;0\r
10.06.2019;02:59;A 59;24;1;0;0\r
10.06.2019;02:59;A 61;3;1;0;0\r
10.06.2019;02:59;A 61;4;1;0;0\r
10.06.2019;02:59;A 61;5;1;0;0\r
10.06.2019;02:59;A 61;6;1;1;1\r
10.06.2019;02:59;A 61;7;1;0;0\r
10.06.2019;02:59;A 61;8;1;9;1\r
10.06.2019;02:59;A 61;9;1;0;0\r
10.06.2019;02:59;A 61;10;1;0;0\r
10.06.2019;02:59;A 61;11;1;0;0\r
10.06.2019;02:59;A 61;12;1;0;0\r
10.06.2019;02:59;A 61;13;1;0;0\r
10.06.2019;02:59;A 61;14;1;0;0\r
10.06.2019;02:59;A 62;2;1;0;0\r
10.06.2019;02:59;A 62;3;1;0;0\r
10.06.2019;02:59;A 62;4;1;0;0\r
10.06.2019;02:59;A 62;5;1;0;0\r
10.06.2019;02:59;A 62;6;1;0;0\r
10.06.2019;02:59;A 62;7;1;0;0\r
10.06.2019;02:59;A 62;8;1;0;0\r
10.06.2019;02:59;A 62;9;1;0;0\r
10.06.2019;02:59;A 63;1;1;0;0\r
10.06.2019;02:59;A 63;2;1;0;0\r
10.06.2019;02:59;A 63;3;1;0;1\r
10.06.2019;02:59;A 63;4;1;1;1\r
10.06.2019;02:59;A 63;5;1;0;0\r
10.06.2019;02:59;A 63;6;1;100;0\r
10.06.2019;02:59;A 63;7;1;100;0\r
10.06.2019;02:59;A 63;8;1;0;0\r
10.06.2019;02:59;A 63;9;1;0;0\r
10.06.2019;02:59;A 63;10;1;0;0\r
10.06.2019;02:59;A 63;11;1;0;0\r
10.06.2019;02:59;A 63;12;1;0;0\r
10.06.2019;02:59;A 63;13;1;0;0\r
10.06.2019;02:59;A 63;14;1;0;0\r
10.06.2019;02:59;A 63;15;1;0;0\r
10.06.2019;02:59;A 63;16;1;0;0\r
10.06.2019;02:59;A 63;17;1;0;0\r
10.06.2019;02:59;A 64;1;1;0;0\r
10.06.2019;02:59;A 64;2;1;0;0\r
10.06.2019;02:59;A 64;3;1;0;0\r
10.06.2019;02:59;A 64;4;1;0;0\r
10.06.2019;02:59;A 64;5;1;0;0\r
10.06.2019;02:59;A 64;6;1;0;0\r
10.06.2019;02:59;A 64;7;1;0;0\r
10.06.2019;02:59;A 64;8;1;0;0\r
10.06.2019;02:59;A 64;22;1;0;0\r
10.06.2019;02:59;A 64;23;1;0;0\r
10.06.2019;02:59;A 64;24;1;0;0\r
10.06.2019;02:59;A 64;25;1;0;0\r
10.06.2019;02:59;A 64;26;1;0;0\r
10.06.2019;02:59;A 64;27;1;0;0\r
10.06.2019;02:59;A 64;28;1;0;0\r
10.06.2019;02:59;A 64;29;1;0;0\r
10.06.2019;02:59;A 64;30;1;0;0\r
10.06.2019;02:59;A 64;31;1;0;0\r
10.06.2019;02:59;A 64;32;1;0;0\r
10.06.2019;02:59;A 64;33;1;0;0\r
10.06.2019;02:59;A 64;34;1;0;0\r
10.06.2019;02:59;A 64;35;1;0;0\r
10.06.2019;02:59;A 65;3;1;0;0\r
10.06.2019;02:59;A 65;4;1;0;0\r
10.06.2019;02:59;A 65;8;1;0;0\r
10.06.2019;02:59;A 65;9;1;0;0\r
10.06.2019;02:59;A 65;22;1;0;0\r
10.06.2019;02:59;A 65;23;1;0;0\r
10.06.2019;02:59;A 65;24;1;0;0\r
10.06.2019;02:59;A 65;25;1;0;0\r
10.06.2019;02:59;A 65;26;1;0;0\r
10.06.2019;02:59;A 65;27;1;0;0\r
10.06.2019;02:59;A 65;28;1;0;0\r
10.06.2019;02:59;A 65;29;1;0;0\r
10.06.2019;02:59;A 65;30;1;0;0\r
10.06.2019;02:59;A 65;31;1;0;0\r
10.06.2019;02:59;A 65;32;1;0;0\r
10.06.2019;02:59;A 65;33;1;0;0\r
10.06.2019;02:59;A 66;1;1;0;0\r
10.06.2019;02:59;A 66;2;1;0;0\r
10.06.2019;02:59;A 66;3;1;0;0\r
10.06.2019;02:59;A 66;4;1;1;1\r
10.06.2019;02:59;A 66;5;1;0;0\r
10.06.2019;02:59;A 66;6;1;0;0\r
10.06.2019;02:59;A 66;7;1;0;0\r
10.06.2019;02:59;A 66;8;1;0;0\r
10.06.2019;02:59;A 66;9;1;0;0\r
10.06.2019;02:59;A 66;10;1;0;0\r
10.06.2019;02:59;A 66;11;1;0;0\r
10.06.2019;02:59;A 66;12;1;0;0\r
10.06.2019;02:59;A 66;13;1;0;0\r
10.06.2019;02:59;A 66;14;1;0;0\r
10.06.2019;02:59;A 66;15;1;0;0\r
10.06.2019;02:59;A 66;16;1;0;0\r
10.06.2019;02:59;A 67;1;1;0;0\r
10.06.2019;02:59;A 67;2;1;0;0\r
10.06.2019;02:59;A 67;3;1;0;0\r
10.06.2019;02:59;A 67;4;1;0;0\r
10.06.2019;02:59;A 67;5;1;0;0\r
10.06.2019;02:59;A 67;6;1;0;0\r
10.06.2019;02:59;A 67;7;1;0;0\r
10.06.2019;02:59;A 67;8;1;0;1\r
10.06.2019;02:59;A 67;9;1;0;1\r
10.06.2019;02:59;A 67;10;1;0;1\r
10.06.2019;02:59;A 67;11;1;0;0\r
10.06.2019;02:59;A 67;12;1;0;0\r
10.06.2019;02:59;A 67;13;1;1;1\r
10.06.2019;02:59;A 67;15;1;0;0\r
10.06.2019;02:59;A 67;16;1;0;0\r
10.06.2019;02:59;A 67;17;1;0;0\r
10.06.2019;02:59;A 67;18;1;0;0\r
10.06.2019;02:59;A 67;19;1;0;0\r
10.06.2019;02:59;A 67;20;1;0;0\r
10.06.2019;02:59;A 67;21;1;0;0\r
10.06.2019;02:59;A 67;22;1;0;0\r
10.06.2019;02:59;A 67;23;1;0;0\r
10.06.2019;02:59;A 67;24;1;0;0\r
10.06.2019;02:59;A 67;25;1;0;0\r
10.06.2019;02:59;A 67;26;1;100;0\r
10.06.2019;02:59;A 67;28;1;2;1\r
10.06.2019;02:59;A 67;29;1;0;0\r
10.06.2019;02:59;A 67;30;1;100;0\r
10.06.2019;02:59;A 68;1;1;0;0\r
10.06.2019;02:59;A 68;2;1;0;0\r
10.06.2019;02:59;A 68;3;1;0;0\r
10.06.2019;02:59;A 68;4;1;0;0\r
10.06.2019;02:59;A 68;5;1;0;0\r
10.06.2019;02:59;A 68;6;1;0;0\r
10.06.2019;02:59;A 68;7;1;0;0\r
10.06.2019;02:59;A 68;8;1;0;0\r
10.06.2019;02:59;A 68;9;1;0;0\r
10.06.2019;02:59;A 68;10;1;100;0\r
10.06.2019;02:59;A 68;11;1;100;0\r
10.06.2019;02:59;A 68;12;1;100;0\r
10.06.2019;02:59;A 69;1;1;0;0\r
10.06.2019;02:59;A 69;2;1;0;0\r
10.06.2019;02:59;A 69;3;1;0;0\r
10.06.2019;02:59;A 69;4;1;0;0\r
10.06.2019;02:59;A 69;5;1;0;0\r
10.06.2019;02:59;A 69;6;1;0;0\r
10.06.2019;02:59;A 69;7;1;0;0\r
10.06.2019;02:59;A 69;8;1;0;0\r
10.06.2019;02:59;A 69;9;1;0;0\r
10.06.2019;02:59;A 69;10;1;4;1\r
10.06.2019;02:59;A 69;11;1;0;0\r
10.06.2019;02:59;A 69;12;1;6;1\r
